,Location,Dis No,Lat,Long
2397, Gadsden,2012-0176-USA,34.01,-86.01
2400, Jackson,2012-0176-USA,32.3,-90.18
2401, Jefferson,2012-0176-USA,38.86,-77.19
2402, Leon,2012-0176-USA,21.12,-101.67
2403, Liberty,2012-0176-USA,39.25,-94.42
2404, Madison,2012-0176-USA,43.07,-89.4
2406, Santa Rosa,2012-0176-USA,14.31,121.11
2407, Taylor,2012-0176-USA,42.24,-83.27
2409, Walton,2012-0176-USA,38.88,-84.61
2410, Washington,2012-0176-USA,47.5,-120.5
2411, Brevard,2012-0176-USA,35.23,-82.73
2412, Citrus,2012-0176-USA,34.12,-117.89
2414, Hernando,2012-0176-USA,34.82,-89.99
2415, Hillsborough,2012-0176-USA,37.57,-122.38
2416, Indian River,2012-0176-USA,45.41,-84.61
2417, Lake,2012-0176-USA,52.92,9.13
2419, Marion,2012-0176-USA,40.59,-83.13
2420, Orange,2012-0176-USA,33.79,-117.85
2421, Osceola,2012-0176-USA,35.71,-89.97
2422, Pasco,2012-0176-USA,46.24,-119.1
2425, Seminole,2012-0176-USA,27.84,-82.79
2426, Sumter,2012-0176-USA,33.92,-80.34
2428,District of Columbia,2012-0214-USA,38.92,-77
2429, Iowa,2012-0214-USA,42,-93.5
2430, Virginia,2012-0214-USA,37.55,-77.45
2434,Cleveland,2012-0542-USA,41.5,-81.7
2436, Oklahoma,2012-0542-USA,35.49,-97.5
2438,Colorado,2013-0334-USA,-22.84,-51.97
2439, Wyoming,2013-0334-USA,43,-107.5
2441,Lafayette,2013-0354-USA,30.23,-92.07
2442, Lyons,2013-0354-USA,41.81,-87.82
2446, El Paso,2013-0354-USA,31.76,-106.49
2449,Maine,2013-0142-USA,45.5,-69.25
2450, New Hampshire,2013-0142-USA,43.67,-71.5
2451, Vermont,2013-0142-USA,44,-72.75
2452, Massachusetts,2013-0142-USA,42.37,-71.11
2453, Rhode Island,2013-0142-USA,41.75,-71.5
2454, Connecticut,2013-0142-USA,41.67,-72.67
2455, Colorado,2013-0142-USA,-22.84,-51.97
2456, Kansas,2013-0142-USA,38.5,-98.5
2457, Montana,2013-0142-USA,43.41,23.23
2458, Nebraska,2013-0142-USA,41.5,-99.75
2459, New Mexico,2013-0142-USA,34.5,-106
2460, North Dakota,2013-0142-USA,47.5,-100
2461, Oklahoma,2013-0142-USA,35.49,-97.5
2462, South Dakota,2013-0142-USA,44.5,-100.25
2463, Texas,2013-0142-USA,31.25,-99.25
2464, Wyoming,2013-0142-USA,43,-107.5
2465, Illinois,2013-0142-USA,40,-89.25
2466, Indiana,2013-0142-USA,40,-86.25
2467, Iowa,2013-0142-USA,42,-93.5
2468, Kansas,2013-0142-USA,38.5,-98.5
2469, Michigan,2013-0142-USA,44.25,-85.5
2470, Minnesota,2013-0142-USA,46.25,-94.25
2471, Missouri,2013-0142-USA,38.25,-92.5
2472, Nebraska,2013-0142-USA,41.5,-99.75
2473, North Dakota,2013-0142-USA,47.5,-100
2474, Ohio,2013-0142-USA,40.25,-83
2475, South Dakota,2013-0142-USA,44.5,-100.25
2476, Wisconsin,2013-0142-USA,44.5,-90
2477, Alabama,2013-0142-USA,32.75,-86.75
2478, Arkansas,2013-0142-USA,34.75,-92.5
2479, Delaware,2013-0142-USA,39,-75.5
2480, Florida,2013-0142-USA,28.75,-82.5
2481, Georgia,2013-0142-USA,32.75,-83.5
2482, Kentucky,2013-0142-USA,-30.77,151.45
2483, Louisiana,2013-0142-USA,31,-92
2484, Maryland,2013-0142-USA,39,-76.75
2485, Mississippi,2013-0142-USA,32.75,-89.75
2486, North Carolina,2013-0142-USA,35.5,-80
2487, South Carolina,2013-0142-USA,34,-81
2488, Tennessee,2013-0142-USA,35.75,-86.25
2489, Virginia,2013-0142-USA,37.55,-77.45
2490, West Virginia,2013-0142-USA,38.5,-80.5
2491, New York,2013-0142-USA,40.71,-74.01
2492, New Jersey,2013-0142-USA,40.17,-74.5
2494,Colorado,2013-0183-USA,-22.84,-51.97
2495, Kansas,2013-0183-USA,38.5,-98.5
2496, Montana,2013-0183-USA,43.41,23.23
2497, Nebraska,2013-0183-USA,41.5,-99.75
2498, New Mexico,2013-0183-USA,34.5,-106
2499, North Dakota,2013-0183-USA,47.5,-100
2500, Oklahoma,2013-0183-USA,35.49,-97.5
2501, South Dakota,2013-0183-USA,44.5,-100.25
2502, Texas,2013-0183-USA,31.25,-99.25
2503, Wyoming,2013-0183-USA,43,-107.5
2504, Alabama,2013-0183-USA,32.75,-86.75
2505, Arkansas,2013-0183-USA,34.75,-92.5
2506, Delaware,2013-0183-USA,39,-75.5
2507, Florida,2013-0183-USA,28.75,-82.5
2508, Georgia,2013-0183-USA,32.75,-83.5
2509, Kentucky,2013-0183-USA,-30.77,151.45
2510, Louisiana,2013-0183-USA,31,-92
2511, Maryland,2013-0183-USA,39,-76.75
2512, Mississippi,2013-0183-USA,32.75,-89.75
2513, North Carolina,2013-0183-USA,35.5,-80
2514, South Carolina,2013-0183-USA,34,-81
2515, Tennessee,2013-0183-USA,35.75,-86.25
2516, Virginia,2013-0183-USA,37.55,-77.45
2518,Illinois,2013-0439-USA,40,-89.25
2519, Indiana,2013-0439-USA,40,-86.25
2520, Kentucky,2013-0439-USA,-30.77,151.45
2521, Ohio,2013-0439-USA,40.25,-83
2522, Michigan,2013-0439-USA,44.25,-85.5
2523, Wisconsin,2013-0439-USA,44.5,-90
2525,Texas,2013-0579-USA,31.25,-99.25
2526, Oklahoma,2013-0579-USA,35.49,-97.5
2528,Maine,2013-0054-USA,45.5,-69.25
2529, New Hampshire,2013-0054-USA,43.67,-71.5
2530, Vermont,2013-0054-USA,44,-72.75
2531, Massachusetts,2013-0054-USA,42.37,-71.11
2532, Rhode Island,2013-0054-USA,41.75,-71.5
2533, Connecticut,2013-0054-USA,41.67,-72.67
2534, New York,2013-0054-USA,40.71,-74.01
2535, New Jersey,2013-0054-USA,40.17,-74.5
2537,Oklahoma,2013-0472-USA,35.55,-97.4
2538, Texas,2013-0472-USA,31.25,-99.25
2539, California,2013-0472-USA,38.3,-76.51
2540, New Mexico,2013-0472-USA,34.5,-106
2542,Colorado,2013-0118-USA,-22.84,-51.97
2543, Kansas,2013-0118-USA,38.5,-98.5
2544, Montana,2013-0118-USA,43.41,23.23
2545, Nebraska,2013-0118-USA,41.5,-99.75
2546, New Mexico,2013-0118-USA,34.5,-106
2547, North Dakota,2013-0118-USA,47.5,-100
2548, Oklahoma,2013-0118-USA,35.49,-97.5
2549, South Dakota,2013-0118-USA,44.5,-100.25
2550, Texas,2013-0118-USA,31.25,-99.25
2551, Wyoming,2013-0118-USA,43,-107.5
2552, Illinois,2013-0118-USA,40,-89.25
2553, Indiana,2013-0118-USA,40,-86.25
2554, Iowa,2013-0118-USA,42,-93.5
2555, Michigan,2013-0118-USA,44.25,-85.5
2556, Minnesota,2013-0118-USA,46.25,-94.25
2557, Missouri,2013-0118-USA,38.25,-92.5
2558, Nebraska,2013-0118-USA,41.5,-99.75
2559, North Dakota,2013-0118-USA,47.5,-100
2560, Ohio,2013-0118-USA,40.25,-83
2561, South Dakota,2013-0118-USA,44.5,-100.25
2563,Illinois,2013-0211-USA,40,-89.25
2564, Indiana,2013-0211-USA,40,-86.25
2565, Iowa,2013-0211-USA,42,-93.5
2566, Kansas,2013-0211-USA,38.5,-98.5
2567, Michigan,2013-0211-USA,44.25,-85.5
2568, Minnesota,2013-0211-USA,46.25,-94.25
2569, Missouri,2013-0211-USA,38.25,-92.5
2570, Nebraska,2013-0211-USA,41.5,-99.75
2571, North Dakota,2013-0211-USA,47.5,-100
2572, Ohio,2013-0211-USA,40.25,-83
2573, South Dakota,2013-0211-USA,44.5,-100.25
2574, Wisconsin,2013-0211-USA,44.5,-90
2575, New York,2013-0211-USA,40.71,-74.01
2576, New Jersey,2013-0211-USA,40.17,-74.5
2577, Pennsylvania,2013-0211-USA,40.27,-76.91
2578, Maine,2013-0211-USA,45.5,-69.25
2579, New Hampshire,2013-0211-USA,43.67,-71.5
2580, Vermont,2013-0211-USA,44,-72.75
2581, Massachusetts,2013-0211-USA,42.37,-71.11
2582, Rhode Island,2013-0211-USA,41.75,-71.5
2583, Connecticut,2013-0211-USA,41.67,-72.67
2584, Alabama,2013-0211-USA,32.75,-86.75
2585, Arkansas,2013-0211-USA,34.75,-92.5
2586, Delaware,2013-0211-USA,39,-75.5
2587, Florida,2013-0211-USA,28.75,-82.5
2588, Georgia,2013-0211-USA,32.75,-83.5
2589, Kentucky,2013-0211-USA,-30.77,151.45
2590, Louisiana,2013-0211-USA,31,-92
2591, Maryland,2013-0211-USA,39,-76.75
2592, Mississippi,2013-0211-USA,32.75,-89.75
2593, North Carolina,2013-0211-USA,35.5,-80
2594, South Carolina,2013-0211-USA,34,-81
2595, Tennessee,2013-0211-USA,35.75,-86.25
2596, Virginia,2013-0211-USA,37.55,-77.45
2598,Alabama,2013-0013-USA,32.75,-86.75
2599, Arkansas,2013-0013-USA,34.75,-92.5
2600, Delaware,2013-0013-USA,39,-75.5
2601, Florida,2013-0013-USA,28.75,-82.5
2602, Georgia,2013-0013-USA,32.75,-83.5
2603, Kentucky,2013-0013-USA,-30.77,151.45
2604, Louisiana,2013-0013-USA,31,-92
2605, Maryland,2013-0013-USA,39,-76.75
2606, Mississippi,2013-0013-USA,32.75,-89.75
2607, North Carolina,2013-0013-USA,35.5,-80
2608, South Carolina,2013-0013-USA,34,-81
2609, Tennessee,2013-0013-USA,35.75,-86.25
2610, Virginia,2013-0013-USA,37.55,-77.45
2611, West Virginia,2013-0013-USA,38.5,-80.5
2612, Illinois,2013-0013-USA,40,-89.25
2613, Indiana,2013-0013-USA,40,-86.25
2614, Iowa,2013-0013-USA,42,-93.5
2615, Kansas,2013-0013-USA,38.5,-98.5
2616, Michigan,2013-0013-USA,44.25,-85.5
2617, Minnesota,2013-0013-USA,46.25,-94.25
2618, Missouri,2013-0013-USA,38.25,-92.5
2619, Nebraska,2013-0013-USA,41.5,-99.75
2620, North Dakota,2013-0013-USA,47.5,-100
2621, Ohio,2013-0013-USA,40.25,-83
2622, South Dakota,2013-0013-USA,44.5,-100.25
2623, Wisconsin,2013-0013-USA,44.5,-90
2624, Colorado,2013-0013-USA,-22.84,-51.97
2625, Kansas,2013-0013-USA,38.5,-98.5
2626, Montana,2013-0013-USA,43.41,23.23
2627, New Mexico,2013-0013-USA,34.5,-106
2628, Oklahoma,2013-0013-USA,35.49,-97.5
2629, Texas,2013-0013-USA,31.25,-99.25
2631,Colorado,2013-0184-USA,-22.84,-51.97
2632, Kansas,2013-0184-USA,38.5,-98.5
2633, Montana,2013-0184-USA,43.41,23.23
2634, Nebraska,2013-0184-USA,41.5,-99.75
2635, New Mexico,2013-0184-USA,34.5,-106
2636, North Dakota,2013-0184-USA,47.5,-100
2637, Oklahoma,2013-0184-USA,35.49,-97.5
2638, South Dakota,2013-0184-USA,44.5,-100.25
2639, Texas,2013-0184-USA,31.25,-99.25
2640, Wyoming,2013-0184-USA,43,-107.5
2641, Illinois,2013-0184-USA,40,-89.25
2642, Indiana,2013-0184-USA,40,-86.25
2643, Iowa,2013-0184-USA,42,-93.5
2644, Kansas,2013-0184-USA,38.5,-98.5
2645, Michigan,2013-0184-USA,44.25,-85.5
2646, Minnesota,2013-0184-USA,46.25,-94.25
2647, Missouri,2013-0184-USA,38.25,-92.5
2648, Nebraska,2013-0184-USA,41.5,-99.75
2649, North Dakota,2013-0184-USA,47.5,-100
2650, Ohio,2013-0184-USA,40.25,-83
2651, South Dakota,2013-0184-USA,44.5,-100.25
2652, Wisconsin,2013-0184-USA,44.5,-90
2653, Maine,2013-0184-USA,45.5,-69.25
2654, New Hampshire,2013-0184-USA,43.67,-71.5
2655, Vermont,2013-0184-USA,44,-72.75
2656, Massachusetts,2013-0184-USA,42.37,-71.11
2657, Rhode Island,2013-0184-USA,41.75,-71.5
2658, Connecticut,2013-0184-USA,41.67,-72.67
2659, New York,2013-0184-USA,40.71,-74.01
2660, New Jersey,2013-0184-USA,40.17,-74.5
2662,South Dakota,2013-0055-USA,44.5,-100.25
2663, North Dakota,2013-0055-USA,47.5,-100
2664, Nebraska,2013-0055-USA,41.5,-99.75
2665, Minnesota,2013-0055-USA,46.25,-94.25
2666, Alabama,2013-0055-USA,32.75,-86.75
2667, Illinois,2013-0055-USA,40,-89.25
2668, Indiana,2013-0055-USA,40,-86.25
2669, Iowa,2013-0055-USA,42,-93.5
2670, Kansas,2013-0055-USA,38.5,-98.5
2671, Michigan,2013-0055-USA,44.25,-85.5
2672, Minnesota,2013-0055-USA,46.25,-94.25
2673, Missouri,2013-0055-USA,38.25,-92.5
2674, Nebraska,2013-0055-USA,41.5,-99.75
2675, North Dakota,2013-0055-USA,47.5,-100
2676, Ohio,2013-0055-USA,40.25,-83
2677, South Dakota,2013-0055-USA,44.5,-100.25
2678, Wisconsin,2013-0055-USA,44.5,-90
2679, Alabama,2013-0055-USA,32.75,-86.75
2680, Arkansas,2013-0055-USA,34.75,-92.5
2681, Delaware,2013-0055-USA,39,-75.5
2682, Florida,2013-0055-USA,28.75,-82.5
2683, Georgia,2013-0055-USA,32.75,-83.5
2684, Kentucky,2013-0055-USA,-30.77,151.45
2685, Louisiana,2013-0055-USA,31,-92
2686, Maryland,2013-0055-USA,39,-76.75
2687, Mississippi,2013-0055-USA,32.75,-89.75
2688, North Carolina,2013-0055-USA,35.5,-80
2689, South Carolina,2013-0055-USA,34,-81
2690, Tennessee,2013-0055-USA,35.75,-86.25
2691, Virginia,2013-0055-USA,37.55,-77.45
2693,Alabama,2013-0550-USA,32.75,-86.75
2694, Arkansas,2013-0550-USA,34.75,-92.5
2695, Connecticut,2013-0550-USA,41.67,-72.67
2696, Delaware,2013-0550-USA,39,-75.5
2697, Florida,2013-0550-USA,28.75,-82.5
2698, Georgia,2013-0550-USA,32.75,-83.5
2699, Kentucky,2013-0550-USA,-30.77,151.45
2700, Louisiana,2013-0550-USA,31,-92
2701, Maine,2013-0550-USA,45.5,-69.25
2702, Maryland,2013-0550-USA,39,-76.75
2703, Massachusetts,2013-0550-USA,42.37,-71.11
2704, Mississippi,2013-0550-USA,32.75,-89.75
2705, New Hampshire,2013-0550-USA,43.67,-71.5
2706, New Jersey,2013-0550-USA,40.17,-74.5
2707, New York,2013-0550-USA,40.71,-74.01
2708, North Carolina,2013-0550-USA,35.5,-80
2709, Oklahoma,2013-0550-USA,35.49,-97.5
2710, Pennsylvania,2013-0550-USA,40.27,-76.91
2711, Rhode Island,2013-0550-USA,41.75,-71.5
2712, South Carolina,2013-0550-USA,34,-81
2713, Tennessee,2013-0550-USA,35.75,-86.25
2714, Texas,2013-0550-USA,31.25,-99.25
2715, Vermont,2013-0550-USA,44,-72.75
2716, Virginia,2013-0550-USA,37.55,-77.45
2718,Michigan,2013-0528-USA,44.25,-85.5
2719, Ohio,2013-0528-USA,40.25,-83
2720, New York,2013-0528-USA,40.71,-74.01
2721, Vermont,2013-0528-USA,44,-72.75
2722, Maine,2013-0528-USA,45.5,-69.25
2723, Kansas,2013-0528-USA,38.5,-98.5
2724, Iowa,2013-0528-USA,42,-93.5
2725, Texas,2013-0528-USA,31.25,-99.25
2726, Wisconsin,2013-0528-USA,44.5,-90
2727, Illinois,2013-0528-USA,40,-89.25
2728, Minnesota,2013-0528-USA,46.25,-94.25
2729, Arkansas,2013-0528-USA,34.75,-92.5
2730, Louisiana,2013-0528-USA,31,-92
2731, Mississippi,2013-0528-USA,32.75,-89.75
2733,California,2013-0117-USA,38.3,-76.51
2734, Colorado,2013-0117-USA,-22.84,-51.97
2735, Kansas,2013-0117-USA,38.5,-98.5
2736, Montana,2013-0117-USA,43.41,23.23
2737, Nebraska,2013-0117-USA,41.5,-99.75
2738, New Mexico,2013-0117-USA,34.5,-106
2739, North Dakota,2013-0117-USA,47.5,-100
2740, Oklahoma,2013-0117-USA,35.49,-97.5
2741, South Dakota,2013-0117-USA,44.5,-100.25
2742, Texas,2013-0117-USA,31.25,-99.25
2743, Wyoming,2013-0117-USA,43,-107.5
2744, Illinois,2013-0117-USA,40,-89.25
2745, Indiana,2013-0117-USA,40,-86.25
2746, Iowa,2013-0117-USA,42,-93.5
2747, Kansas,2013-0117-USA,38.5,-98.5
2748, Michigan,2013-0117-USA,44.25,-85.5
2749, Minnesota,2013-0117-USA,46.25,-94.25
2750, Missouri,2013-0117-USA,38.25,-92.5
2751, Nebraska,2013-0117-USA,41.5,-99.75
2752, North Dakota,2013-0117-USA,47.5,-100
2753, Ohio,2013-0117-USA,40.25,-83
2754, South Dakota,2013-0117-USA,44.5,-100.25
2755, Wisconsin,2013-0117-USA,44.5,-90
2756, Alabama,2013-0117-USA,32.75,-86.75
2757, Arkansas,2013-0117-USA,34.75,-92.5
2758, Delaware,2013-0117-USA,39,-75.5
2759, Florida,2013-0117-USA,28.75,-82.5
2760, Georgia,2013-0117-USA,32.75,-83.5
2761, Kentucky,2013-0117-USA,-30.77,151.45
2762, Louisiana,2013-0117-USA,31,-92
2763, Maryland,2013-0117-USA,39,-76.75
2764, Mississippi,2013-0117-USA,32.75,-89.75
2765, North Carolina,2013-0117-USA,35.5,-80
2766, South Carolina,2013-0117-USA,34,-81
2767, Tennessee,2013-0117-USA,35.75,-86.25
2768, Virginia,2013-0117-USA,37.55,-77.45
2770,Louisiana,2013-0548-USA,31,-92
2771, South Carolina,2013-0548-USA,34,-81
2773,Cleveland,2013-0254-USA,41.5,-81.7
2774, Lincoln,2013-0254-USA,40.8,-96.67
2777,Missouri,2013-0277-USA,38.25,-92.5
2778, Kansas,2013-0277-USA,38.5,-98.5
2779, Tennessee,2013-0277-USA,35.75,-86.25
2780, Arkansas,2013-0277-USA,34.75,-92.5
2784,Iowa,2013-0291-USA,42,-93.5
2785, Michigan,2013-0291-USA,44.25,-85.5
2786, Minnesota,2013-0291-USA,46.25,-94.25
2789,Nelson,2013-0558-USA,-41.28,173.28
2799,Colorado,2014-0126-USA,-22.84,-51.97
2800, Kansas,2014-0126-USA,38.5,-98.5
2801, Montana,2014-0126-USA,43.41,23.23
2802, Nebraska,2014-0126-USA,41.5,-99.75
2803, New Mexico,2014-0126-USA,34.5,-106
2804, North Dakota,2014-0126-USA,47.5,-100
2805, Oklahoma,2014-0126-USA,35.49,-97.5
2806, South Dakota,2014-0126-USA,44.5,-100.25
2807, Texas,2014-0126-USA,31.25,-99.25
2808, Wyoming,2014-0126-USA,43,-107.5
2809, Mississippi,2014-0126-USA,32.75,-89.75
2810, Alabama,2014-0126-USA,32.75,-86.75
2811, Arkansas,2014-0126-USA,34.75,-92.5
2812, Delaware,2014-0126-USA,39,-75.5
2813, Florida,2014-0126-USA,28.75,-82.5
2814, Georgia,2014-0126-USA,32.75,-83.5
2815, Kentucky,2014-0126-USA,-30.77,151.45
2816, Louisiana,2014-0126-USA,31,-92
2817, Maryland,2014-0126-USA,39,-76.75
2818, Mississippi,2014-0126-USA,32.75,-89.75
2819, North Carolina,2014-0126-USA,35.5,-80
2820, South Carolina,2014-0126-USA,34,-81
2821, Tennessee,2014-0126-USA,35.75,-86.25
2822, Virginia,2014-0126-USA,37.55,-77.45
2823, West Virginia,2014-0126-USA,38.5,-80.5
2824, Illinois,2014-0126-USA,40,-89.25
2825, Indiana,2014-0126-USA,40,-86.25
2826, Iowa,2014-0126-USA,42,-93.5
2827, Kansas,2014-0126-USA,38.5,-98.5
2828, Michigan,2014-0126-USA,44.25,-85.5
2829, Minnesota,2014-0126-USA,46.25,-94.25
2830, Missouri,2014-0126-USA,38.25,-92.5
2831, Nebraska,2014-0126-USA,41.5,-99.75
2832, North Dakota,2014-0126-USA,47.5,-100
2833, Ohio,2014-0126-USA,40.25,-83
2834, South Dakota,2014-0126-USA,44.5,-100.25
2835, Wisconsin,2014-0126-USA,44.5,-90
2836, Florida,2014-0126-USA,28.75,-82.5
2837, Alabama,2014-0126-USA,32.75,-86.75
2838, New York,2014-0126-USA,40.71,-74.01
2839, New Jersey,2014-0126-USA,40.17,-74.5
2841,Illinois,2014-0048-USA,40,-89.25
2842, Indiana,2014-0048-USA,40,-86.25
2843, Iowa,2014-0048-USA,42,-93.5
2844, Kansas,2014-0048-USA,38.5,-98.5
2845, Michigan,2014-0048-USA,44.25,-85.5
2846, Minnesota,2014-0048-USA,46.25,-94.25
2847, Missouri,2014-0048-USA,38.25,-92.5
2848, Nebraska,2014-0048-USA,41.5,-99.75
2849, North Dakota,2014-0048-USA,47.5,-100
2850, Ohio,2014-0048-USA,40.25,-83
2851, South Dakota,2014-0048-USA,44.5,-100.25
2852, Wisconsin,2014-0048-USA,44.5,-90
2853, Colorado,2014-0048-USA,-22.84,-51.97
2854, Kansas,2014-0048-USA,38.5,-98.5
2855, Montana,2014-0048-USA,43.41,23.23
2856, Nebraska,2014-0048-USA,41.5,-99.75
2857, New Mexico,2014-0048-USA,34.5,-106
2858, North Dakota,2014-0048-USA,47.5,-100
2859, Oklahoma,2014-0048-USA,35.49,-97.5
2860, South Dakota,2014-0048-USA,44.5,-100.25
2861, Texas,2014-0048-USA,31.25,-99.25
2862, Wyoming,2014-0048-USA,43,-107.5
2863, Maine,2014-0048-USA,45.5,-69.25
2864, New Hampshire,2014-0048-USA,43.67,-71.5
2865, Vermont,2014-0048-USA,44,-72.75
2866, Massachusetts,2014-0048-USA,42.37,-71.11
2867, Rhode Island,2014-0048-USA,41.75,-71.5
2868, Connecticut,2014-0048-USA,41.67,-72.67
2869, New York,2014-0048-USA,40.71,-74.01
2870, New Jersey,2014-0048-USA,40.17,-74.5
2872,District of Columbia,2014-0072-USA,38.92,-77
2873, New York,2014-0072-USA,40.71,-74.01
2874, Georgia,2014-0072-USA,32.75,-83.5
2875, South Carolina,2014-0072-USA,34,-81
2876, North Carolina,2014-0072-USA,35.5,-80
2878,Illinois,2014-0052-USA,40,-89.25
2879, Indiana,2014-0052-USA,40,-86.25
2880, Iowa,2014-0052-USA,42,-93.5
2881, Kansas,2014-0052-USA,38.5,-98.5
2882, Michigan,2014-0052-USA,44.25,-85.5
2883, Minnesota,2014-0052-USA,46.25,-94.25
2884, Missouri,2014-0052-USA,38.25,-92.5
2885, Nebraska,2014-0052-USA,41.5,-99.75
2886, North Dakota,2014-0052-USA,47.5,-100
2887, Ohio,2014-0052-USA,40.25,-83
2888, South Dakota,2014-0052-USA,44.5,-100.25
2889, Wisconsin,2014-0052-USA,44.5,-90
2890, Maine,2014-0052-USA,45.5,-69.25
2891, Massachusetts,2014-0052-USA,42.37,-71.11
2892, New Hampshire,2014-0052-USA,43.67,-71.5
2893, Vermont,2014-0052-USA,44,-72.75
2894, Rhode Island,2014-0052-USA,41.75,-71.5
2895, Connecticut,2014-0052-USA,41.67,-72.67
2896, New York,2014-0052-USA,40.71,-74.01
2897, New Jersey,2014-0052-USA,40.17,-74.5
2898, Pennsylvania,2014-0052-USA,40.27,-76.91
2900,Georgia,2014-0053-USA,32.75,-83.5
2901, Alabama,2014-0053-USA,32.75,-86.75
2902, Mississippi,2014-0053-USA,32.75,-89.75
2903, Louisiana,2014-0053-USA,31,-92
2904, North Carolina,2014-0053-USA,35.5,-80
2906,California,2014-0100-USA,38.3,-76.51
2907, Colorado,2014-0100-USA,-22.84,-51.97
2908, Kansas,2014-0100-USA,38.5,-98.5
2909, Montana,2014-0100-USA,43.41,23.23
2910, Nebraska,2014-0100-USA,41.5,-99.75
2911, New Mexico,2014-0100-USA,34.5,-106
2912, North Dakota,2014-0100-USA,47.5,-100
2913, Oklahoma,2014-0100-USA,35.49,-97.5
2914, South Dakota,2014-0100-USA,44.5,-100.25
2915, Texas,2014-0100-USA,31.25,-99.25
2916, Wyoming,2014-0100-USA,43,-107.5
2917, Illinois,2014-0100-USA,40,-89.25
2918, Indiana,2014-0100-USA,40,-86.25
2919, Iowa,2014-0100-USA,42,-93.5
2920, Kansas,2014-0100-USA,38.5,-98.5
2921, Michigan,2014-0100-USA,44.25,-85.5
2922, Minnesota,2014-0100-USA,46.25,-94.25
2923, Missouri,2014-0100-USA,38.25,-92.5
2924, Nebraska,2014-0100-USA,41.5,-99.75
2925, North Dakota,2014-0100-USA,47.5,-100
2926, Ohio,2014-0100-USA,40.25,-83
2927, South Dakota,2014-0100-USA,44.5,-100.25
2928, Wisconsin,2014-0100-USA,44.5,-90
2929, Tennessee,2014-0100-USA,35.75,-86.25
2930, New York,2014-0100-USA,40.71,-74.01
2931, New Jersey,2014-0100-USA,40.17,-74.5
2935,New York,2014-0009-USA,40.71,-74.01
2936, Minnesota,2014-0009-USA,46.25,-94.25
2937, Georgia,2014-0009-USA,32.75,-83.5
2938, Maryland,2014-0009-USA,39,-76.75
2939, Alaska,2014-0009-USA,64,-150
2940, Alabama,2014-0009-USA,32.75,-86.75
2941, Mississippi,2014-0009-USA,32.75,-89.75
2942, Louisiana,2014-0009-USA,31,-92
2943, North Carolina,2014-0009-USA,35.5,-80
2944, South Carolina,2014-0009-USA,34,-81
2945, Ohio,2014-0009-USA,40.25,-83
2946, Indiana,2014-0009-USA,40,-86.25
2947, Illinois,2014-0009-USA,40,-89.25
2948, Pennsylvania,2014-0009-USA,40.27,-76.91
2949, Michigan,2014-0009-USA,44.25,-85.5
2950, New Jersey,2014-0009-USA,40.17,-74.5
2951, Virginia,2014-0009-USA,37.55,-77.45
2952, Kentucky,2014-0009-USA,-30.77,151.45
2955,Arkansas,2003-0830-USA,34.75,-92.5
2957,Los Angeles,2014-0482-USA,34.05,-118.24
2960,Colorado,2014-0263-USA,-22.84,-51.97
2961, Kansas,2014-0263-USA,38.5,-98.5
2962, Montana,2014-0263-USA,43.41,23.23
2963, Nebraska,2014-0263-USA,41.5,-99.75
2964, New Mexico,2014-0263-USA,34.5,-106
2965, North Dakota,2014-0263-USA,47.5,-100
2966, Oklahoma,2014-0263-USA,35.49,-97.5
2967, Texas,2014-0263-USA,31.25,-99.25
2968, Wyoming,2014-0263-USA,43,-107.5
2969, Illinois,2014-0263-USA,40,-89.25
2970, Indiana,2014-0263-USA,40,-86.25
2971, Iowa,2014-0263-USA,42,-93.5
2972, Michigan,2014-0263-USA,44.25,-85.5
2973, Minnesota,2014-0263-USA,46.25,-94.25
2974, Missouri,2014-0263-USA,38.25,-92.5
2975, Ohio,2014-0263-USA,40.25,-83
2976, South Dakota,2014-0263-USA,44.5,-100.25
2977, Wisconsin,2014-0263-USA,44.5,-90
2978, New York,2014-0263-USA,40.71,-74.01
2979, New Jersey,2014-0263-USA,40.17,-74.5
2980, Pennsylvania,2014-0263-USA,40.27,-76.91
2981, Maine,2014-0263-USA,45.5,-69.25
2982, New Hampshire,2014-0263-USA,43.67,-71.5
2983, Vermont,2014-0263-USA,44,-72.75
2984, Massachusetts,2014-0263-USA,42.37,-71.11
2985, Rhode Island,2014-0263-USA,41.75,-71.5
2986, Connecticut,2014-0263-USA,41.67,-72.67
2988,Arkansas,2014-0444-USA,34.75,-92.5
2989, Louisiana,2014-0444-USA,31,-92
2990, Alabama,2014-0444-USA,32.75,-86.75
2991, Mississippi,2014-0444-USA,32.75,-89.75
2992, Kentucky,2014-0444-USA,-30.77,151.45
2993, Illinois,2014-0444-USA,40,-89.25
3000,Orange,2014-0491-USA,33.7,-117.77
3001, Mariposa,2014-0491-USA,37.48,-119.97
3003, Los Angeles,2014-0491-USA,34.05,-118.24
3004, San Francisco,2014-0491-USA,37.77,-122.42
3006,Illinois,2014-0192-USA,40,-89.25
3007, Indiana,2014-0192-USA,40,-86.25
3008, Iowa,2014-0192-USA,42,-93.5
3009, Kansas,2014-0192-USA,38.5,-98.5
3010, Michigan,2014-0192-USA,44.25,-85.5
3011, Minnesota,2014-0192-USA,46.25,-94.25
3012, Missouri,2014-0192-USA,38.25,-92.5
